6729.00000000 -535.353775460293377
6730.00000000 -535.352721186537678
6731.00000000 -535.351679583602618
6732.00000000 -535.350651857008756
6733.00000000 -535.349639239342423
6734.00000000 -535.348642989162954
6735.00000000 -535.347664389898000
6736.00000000 -535.346704748445404
6737.00000000 -535.345765393179590
6738.00000000 -535.344847671989100
6739.00000000 -535.343952949623031
6740.00000000 -535.343082604741085
6741.00000000 -535.342238026551286
6742.00000000 -535.341420610824684
6743.00000000 -535.340631755654272
6744.00000000 -535.339872856529382
6745.00000000 -535.339145301022882
6746.00000000 -535.338450462916512
6747.00000000 -535.337789695892752
6748.00000000 -535.337164326786706
6749.00000000 -535.336575648405073
6750.00000000 -535.336024912019980
6751.00000000 -535.335513319621327
6752.00000000 -535.335042015923136
6753.00000000 -535.334612080380793
6754.00000000 -535.334224519182158
6755.00000000 -535.333880257440569
6756.00000000 -535.333580131668100
6757.00000000 -535.333324883005957
6758.00000000 -535.333115149959099
6759.00000000 -535.332951463913560
6760.00000000 -535.332834242970421
6761.00000000 -535.332763788866714
