 "MMM"   0.96446195   1.65478491   101.20597588   -0.00021321328802   -535.47239517083926   1000.0000
 "MMM"   0.96446195   1.78888476   103.00000000   -0.00021312528827   -535.46943075926538   100.0000
 "MMM"   0.93946195   1.68888476   103.00000000   -0.00021306399844   -535.47256459997936   10.0000
 "MMM"   0.96446195   1.68888476   103.00000000   -0.00021311801174   -535.47317549977834   1.0000
 "MMM"   1.02376223   1.68888476   125.24376942   -0.00021193775342   -535.45726905080153   1001.0000
 "MMM"   0.96446195   1.54846536   116.18165024   -0.00021213033835   -535.46053111810852   1002.0000
 "MMM"   0.79333815   1.83631621   103.00000000   -0.00021318406698   -535.42314753780454   1003.0000
 "MMM"   0.96446195   1.83381532   92.31216464   -0.00021363163501   -535.46537655788859   1004.0000
 "MMM"   0.96446195   1.53426239   87.29927649   -0.00021336017528   -535.44337044303268   1005.0000
 "MMM"   1.29206393   1.68888476   105.50642116   -0.00021467232250   -535.42315185714256   1006.0000
 "MMM"   1.05626567   1.68888476   81.32877607   -0.00021486023672   -535.45264161721639   1007.0000
 "MMM"   0.97672991   1.68888476   107.58637610   -0.00021286273966   -535.47242598603964   1008.0000
 "MMM"   0.96446195   1.53040089   84.20115751   -0.00021483388173   -535.43684487542373   1009.0000
 "MMM"   1.02424265   1.63888768   103.00000000   -0.00021340214448   -535.46899133689840   1010.0000
 "MMM"   0.96446195   1.57888476   103.00000000   -0.00021304576342   -535.46648670618674   101.0000
 "MMM"   1.05897994   1.68888476   124.36787444   -0.00021226401111   -535.45435026117093   1011.0000
 "MMM"   0.96446195   1.92003037   121.77807743   -0.00021203865367   -535.44452652284235   1012.0000
 "MMM"   1.01822347   1.68888476   120.93547700   -0.00021218046959   -535.46209294170444   1013.0000
 "MMM"   1.37823159   1.68888476   117.81977811   -0.00021452517490   -535.40010526262597   1014.0000
 "MMM"   0.96446195   1.62091769   97.22890190   -0.00021345738855   -535.46887348392033   1015.0000
 "MMM"   1.10592183   1.68888476   71.97310747   -0.00021579655015   -535.43101616252011   1016.0000
 "MMM"   1.26817000   1.71216113   103.00000000   -0.00021475403241   -535.42819743349082   1017.0000
 "MMM"   0.95759554   1.68888476   128.92749274   -0.00021126591673   -535.45593882836715   1018.0000
 "MMM"   1.25123901   1.68888476   106.94979881   -0.00021441066121   -535.43139024291975   1019.0000
 "MMM"   1.06094041   1.68888476   93.48836062   -0.00021423687565   -535.46370105735093   1020.0000
 "MMM"   0.96446195   1.79888476   103.00000000   -0.00021311952628   -535.46872602500127   102.0000
 "MMM"   0.90957544   1.68888476   88.65207494   -0.00021400784010   -535.46333304965401   1021.0000
 "MMM"   0.95885000   1.68888476   78.62352204   -0.00021470506817   -535.45375514572140   1022.0000
 "MMM"   1.04315346   1.79547360   103.00000000   -0.00021359063464   -535.46442423467613   1023.0000
 "MMM"   0.96876228   1.68888476   96.81198424   -0.00021352070985   -535.47200935009596   1024.0000
 "MMM"   1.00320415   1.82984866   103.00000000   -0.00021328545461   -535.46516335494255   1025.0000
 "MMM"   0.96446195   2.04135274   119.83218928   -0.00021246208053   -535.43253929671926   1026.0000
 "MMM"   1.08258346   2.10212189   103.00000000   -0.00021396999500   -535.42759181219287   1027.0000
 "MMM"   0.83639917   1.68888476   134.42204880   -0.00021087533855   -535.42866445873244   1028.0000
 "MMM"   0.96446195   1.56786999   137.58819901   -0.00021005743702   -535.44234425054401   1029.0000
 "MMM"   0.96446195   1.83990303   61.37996990   -0.00021544842616   -535.42547972336445   1030.0000
