 "MMM"   0.96446195   1.65478491   101.20597588   -0.08884024784699   -535.89272494212480   1000.0000
 "MMM"   0.96446195   1.78888476   103.00000000   -0.08831939466887   -535.88939908837324   100.0000
 "MMM"   0.93946195   1.68888476   103.00000000   -0.08871795666805   -535.89282416199910   10.0000
 "MMM"   0.96446195   1.68888476   103.00000000   -0.08867317186483   -535.89339437831813   1.0000
 "MMM"   1.02376223   1.68888476   125.24376942   -0.08847961124543   -535.87740673764074   1001.0000
 "MMM"   0.96446195   1.54846536   116.18165024   -0.08936866379239   -535.88127898754817   1002.0000
 "MMM"   0.79333815   1.83631621   103.00000000   -0.08859910141995   -535.84338505849371   1003.0000
 "MMM"   0.96446195   1.83381532   92.31216464   -0.08825899597125   -535.88527272183512   1004.0000
 "MMM"   0.96446195   1.53426239   87.29927649   -0.08970827873113   -535.86426066789272   1005.0000
 "MMM"   1.29206393   1.68888476   105.50642116   -0.08831995270997   -535.84303664128515   1006.0000
 "MMM"   1.05626567   1.68888476   81.32877607   -0.08871740375624   -535.87280571931035   1007.0000
 "MMM"   0.97672991   1.68888476   107.58637610   -0.08862603478822   -535.89262172420672   1008.0000
 "MMM"   0.96446195   1.53040089   84.20115751   -0.08977270723506   -535.85777307400849   1009.0000
 "MMM"   1.02424265   1.63888768   103.00000000   -0.08881414882062   -535.88928783467281   1010.0000
 "MMM"   0.96446195   1.57888476   103.00000000   -0.08925301878428   -535.88710694912982   101.0000
 "MMM"   1.05897994   1.68888476   124.36787444   -0.08843941145122   -535.87444233375311   1011.0000
 "MMM"   0.96446195   1.92003037   121.77807743   -0.08799037140658   -535.86428504638263   1012.0000
 "MMM"   1.01822347   1.68888476   120.93547700   -0.08850293814847   -535.88223255598939   1013.0000
 "MMM"   1.37823159   1.68888476   117.81977811   -0.08822398107866   -535.81992693973621   1014.0000
 "MMM"   0.96446195   1.62091769   97.22890190   -0.08904592988586   -535.88933360463864   1015.0000
 "MMM"   1.10592183   1.68888476   71.97310747   -0.08877676284170   -535.85118866764651   1016.0000
 "MMM"   1.26817000   1.71216113   103.00000000   -0.08825614705979   -535.84803685843792   1017.0000
 "MMM"   0.95759554   1.68888476   128.92749274   -0.08856314995368   -535.87617901624503   1018.0000
 "MMM"   1.25123901   1.68888476   106.94979881   -0.08833861840628   -535.85130054492765   1019.0000
 "MMM"   1.06094041   1.68888476   93.48836062   -0.08859774843388   -535.88380938496562   1020.0000
 "MMM"   0.96446195   1.79888476   103.00000000   -0.08829102589415   -535.88867385709705   102.0000
 "MMM"   0.90957544   1.68888476   88.65207494   -0.08888804840683   -535.88367999447996   1021.0000
 "MMM"   0.95885000   1.68888476   78.62352204   -0.08890038731866   -535.87406672009820   1022.0000
 "MMM"   1.04315346   1.79547360   103.00000000   -0.08818521455684   -535.88426993062069   1023.0000
 "MMM"   0.96876228   1.68888476   96.81198424   -0.08870741982645   -535.89223218642110   1024.0000
 "MMM"   1.00320415   1.82984866   103.00000000   -0.08814935630276   -535.88499499073976   1025.0000
